#source neuron, target neuron, transmitter, receptor
AVKL,BDUL,flp-1,npr-4
AVKL,BDUR,flp-1,npr-4
AVKR,BDUL,flp-1,npr-4
AVKR,BDUR,flp-1,npr-4
AVKL,PQR,flp-1,npr-4
AVKR,PQR,flp-1,npr-4
AVKL,RIVL,flp-1,npr-4
AVKL,RIVR,flp-1,npr-4
AVKR,RIVL,flp-1,npr-4
AVKR,RIVR,flp-1,npr-4
M5,AIAL,flp-1,npr-11
M5,AIAR,flp-1,npr-11
M5,AIYL,flp-1,npr-11
M5,AIYR,flp-1,npr-11
M5,AVAL,flp-1,npr-4
M5,AVAR,flp-1,npr-4
M5,BAGL,flp-1,npr-4
M5,BAGR,flp-1,npr-4
M5,BDUL,flp-1,npr-4
M5,BDUR,flp-1,npr-4
M5,PQR,flp-1,npr-4
M5,RIVL,flp-1,npr-4
M5,RIVR,flp-1,npr-4
RIGL,AIAL,flp-1,npr-11
RIGL,AIAR,flp-1,npr-11
RIGR,AIAL,flp-1,npr-11
RIGR,AIAR,flp-1,npr-11
RIGL,AIYL,flp-1,npr-11
RIGL,AIYR,flp-1,npr-11
RIGR,AIYL,flp-1,npr-11
RIGR,AIYR,flp-1,npr-11
RIGL,AVAL,flp-1,npr-4
RIGL,AVAR,flp-1,npr-4
RIGR,AVAL,flp-1,npr-4
RIGR,AVAR,flp-1,npr-4
RIGL,BAGL,flp-1,npr-4
RIGL,BAGR,flp-1,npr-4
RIGR,BAGL,flp-1,npr-4
RIGR,BAGR,flp-1,npr-4
RIGL,BDUL,flp-1,npr-4
RIGL,BDUR,flp-1,npr-4
RIGR,BDUL,flp-1,npr-4
RIGR,BDUR,flp-1,npr-4
RIGL,PQR,flp-1,npr-4
RIGR,PQR,flp-1,npr-4
RIGL,RIVL,flp-1,npr-4
RIGL,RIVR,flp-1,npr-4
RIGR,RIVL,flp-1,npr-4
RIGR,RIVR,flp-1,npr-4
RMGL,AIAL,flp-1,npr-11
RMGL,AIAR,flp-1,npr-11
RMGR,AIAL,flp-1,npr-11
RMGR,AIAR,flp-1,npr-11
RMGL,AIYL,flp-1,npr-11
RMGL,AIYR,flp-1,npr-11
RMGR,AIYL,flp-1,npr-11
RMGR,AIYR,flp-1,npr-11
RMGL,AVAL,flp-1,npr-4
RMGL,AVAR,flp-1,npr-4
RMGR,AVAL,flp-1,npr-4
RMGR,AVAR,flp-1,npr-4
RMGL,BAGL,flp-1,npr-4
RMGL,BAGR,flp-1,npr-4
RMGR,BAGL,flp-1,npr-4
RMGR,BAGR,flp-1,npr-4
RMGL,BDUL,flp-1,npr-4
RMGL,BDUR,flp-1,npr-4
RMGR,BDUL,flp-1,npr-4
RMGR,BDUR,flp-1,npr-4
RMGL,PQR,flp-1,npr-4
RMGR,PQR,flp-1,npr-4
RMGL,RIVL,flp-1,npr-4
RMGL,RIVR,flp-1,npr-4
RMGR,RIVL,flp-1,npr-4
RMGR,RIVR,flp-1,npr-4
AIML,DVA,flp-10,egl-6
AIMR,DVA,flp-10,egl-6
AIML,HSNL,flp-10,egl-6
AIML,HSNR,flp-10,egl-6
AIMR,HSNL,flp-10,egl-6
AIMR,HSNR,flp-10,egl-6
AIML,SDQL,flp-10,egl-6
AIML,SDQR,flp-10,egl-6
AIMR,SDQL,flp-10,egl-6
AIMR,SDQR,flp-10,egl-6
ASIL,DVA,flp-10,egl-6
ASIR,DVA,flp-10,egl-6
ASIL,HSNL,flp-10,egl-6
ASIL,HSNR,flp-10,egl-6
ASIR,HSNL,flp-10,egl-6
ASIR,HSNR,flp-10,egl-6
ASIL,SDQL,flp-10,egl-6
ASIL,SDQR,flp-10,egl-6
ASIR,SDQL,flp-10,egl-6
ASIR,SDQR,flp-10,egl-6
AUAL,DVA,flp-10,egl-6
AUAR,DVA,flp-10,egl-6
AUAL,HSNL,flp-10,egl-6
AUAL,HSNR,flp-10,egl-6
AUAR,HSNL,flp-10,egl-6
AUAR,HSNR,flp-10,egl-6
AUAL,SDQL,flp-10,egl-6
AUAL,SDQR,flp-10,egl-6
AUAR,SDQL,flp-10,egl-6
AUAR,SDQR,flp-10,egl-6
BAGL,DVA,flp-10,egl-6
BAGR,DVA,flp-10,egl-6
BAGL,HSNL,flp-10,egl-6
BAGL,HSNR,flp-10,egl-6
BAGR,HSNL,flp-10,egl-6
BAGR,HSNR,flp-10,egl-6
BAGL,SDQL,flp-10,egl-6
BAGL,SDQR,flp-10,egl-6
BAGR,SDQL,flp-10,egl-6
BAGR,SDQR,flp-10,egl-6
BDUL,DVA,flp-10,egl-6
BDUR,DVA,flp-10,egl-6
BDUL,HSNL,flp-10,egl-6
BDUL,HSNR,flp-10,egl-6
BDUR,HSNL,flp-10,egl-6
BDUR,HSNR,flp-10,egl-6
BDUL,SDQL,flp-10,egl-6
BDUL,SDQR,flp-10,egl-6
BDUR,SDQL,flp-10,egl-6
BDUR,SDQR,flp-10,egl-6
DVB,DVA,flp-10,egl-6
DVB,HSNL,flp-10,egl-6
DVB,HSNR,flp-10,egl-6
DVB,SDQL,flp-10,egl-6
DVB,SDQR,flp-10,egl-6
PQR,DVA,flp-10,egl-6
PQR,HSNL,flp-10,egl-6
PQR,HSNR,flp-10,egl-6
PQR,SDQL,flp-10,egl-6
PQR,SDQR,flp-10,egl-6
PVR,DVA,flp-10,egl-6
PVR,HSNL,flp-10,egl-6
PVR,HSNR,flp-10,egl-6
PVR,SDQL,flp-10,egl-6
PVR,SDQR,flp-10,egl-6
URXL,DVA,flp-10,egl-6
URXR,DVA,flp-10,egl-6
URXL,HSNL,flp-10,egl-6
URXL,HSNR,flp-10,egl-6
URXR,HSNL,flp-10,egl-6
URXR,HSNR,flp-10,egl-6
URXL,SDQL,flp-10,egl-6
URXL,SDQR,flp-10,egl-6
URXR,SDQL,flp-10,egl-6
URXR,SDQR,flp-10,egl-6
ALA,AVEL,flp-13,frpr-4
ALA,AVER,flp-13,frpr-4
ALA,DVA,flp-13,frpr-4
ALA,I1L,flp-13,frpr-4
ALA,I1R,flp-13,frpr-4
ALA,PVM,flp-13,frpr-4
ALA,RIAL,flp-13,frpr-4
ALA,RIAR,flp-13,frpr-4
ASEL,AVEL,flp-13,frpr-4
ASEL,AVER,flp-13,frpr-4
ASER,AVEL,flp-13,frpr-4
ASER,AVER,flp-13,frpr-4
ASEL,DVA,flp-13,frpr-4
ASER,DVA,flp-13,frpr-4
ASEL,I1L,flp-13,frpr-4
ASEL,I1R,flp-13,frpr-4
ASER,I1L,flp-13,frpr-4
ASER,I1R,flp-13,frpr-4
ASEL,PVM,flp-13,frpr-4
ASER,PVM,flp-13,frpr-4
ASEL,RIAL,flp-13,frpr-4
ASEL,RIAR,flp-13,frpr-4
ASER,RIAL,flp-13,frpr-4
ASER,RIAR,flp-13,frpr-4
ASGL,AVEL,flp-13,frpr-4
ASGL,AVER,flp-13,frpr-4
ASGR,AVEL,flp-13,frpr-4
ASGR,AVER,flp-13,frpr-4
ASGL,DVA,flp-13,frpr-4
ASGR,DVA,flp-13,frpr-4
ASGL,I1L,flp-13,frpr-4
ASGL,I1R,flp-13,frpr-4
ASGR,I1L,flp-13,frpr-4
ASGR,I1R,flp-13,frpr-4
ASGL,PVM,flp-13,frpr-4
ASGR,PVM,flp-13,frpr-4
ASGL,RIAL,flp-13,frpr-4
ASGL,RIAR,flp-13,frpr-4
ASGR,RIAL,flp-13,frpr-4
ASGR,RIAR,flp-13,frpr-4
ASKL,AVEL,flp-13,frpr-4
ASKL,AVER,flp-13,frpr-4
ASKR,AVEL,flp-13,frpr-4
ASKR,AVER,flp-13,frpr-4
ASKL,DVA,flp-13,frpr-4
ASKR,DVA,flp-13,frpr-4
ASKL,I1L,flp-13,frpr-4
ASKL,I1R,flp-13,frpr-4
ASKR,I1L,flp-13,frpr-4
ASKR,I1R,flp-13,frpr-4
ASKL,PVM,flp-13,frpr-4
ASKR,PVM,flp-13,frpr-4
ASKL,RIAL,flp-13,frpr-4
ASKL,RIAR,flp-13,frpr-4
ASKR,RIAL,flp-13,frpr-4
ASKR,RIAR,flp-13,frpr-4
BAGL,AVEL,flp-13,frpr-4
BAGL,AVER,flp-13,frpr-4
BAGR,AVEL,flp-13,frpr-4
BAGR,AVER,flp-13,frpr-4
BAGL,DVA,flp-13,frpr-4
BAGR,DVA,flp-13,frpr-4
BAGL,I1L,flp-13,frpr-4
BAGL,I1R,flp-13,frpr-4
BAGR,I1L,flp-13,frpr-4
BAGR,I1R,flp-13,frpr-4
BAGL,PVM,flp-13,frpr-4
BAGR,PVM,flp-13,frpr-4
BAGL,RIAL,flp-13,frpr-4
BAGL,RIAR,flp-13,frpr-4
BAGR,RIAL,flp-13,frpr-4
BAGR,RIAR,flp-13,frpr-4
DD1,AVEL,flp-13,frpr-4
DD1,AVER,flp-13,frpr-4
DD2,AVEL,flp-13,frpr-4
DD2,AVER,flp-13,frpr-4
DD3,AVEL,flp-13,frpr-4
DD3,AVER,flp-13,frpr-4
DD4,AVEL,flp-13,frpr-4
DD4,AVER,flp-13,frpr-4
DD5,AVEL,flp-13,frpr-4
DD5,AVER,flp-13,frpr-4
DD6,AVEL,flp-13,frpr-4
DD6,AVER,flp-13,frpr-4
DD1,DVA,flp-13,frpr-4
DD2,DVA,flp-13,frpr-4
DD3,DVA,flp-13,frpr-4
DD4,DVA,flp-13,frpr-4
DD5,DVA,flp-13,frpr-4
DD6,DVA,flp-13,frpr-4
DD1,I1L,flp-13,frpr-4
DD1,I1R,flp-13,frpr-4
DD2,I1L,flp-13,frpr-4
DD2,I1R,flp-13,frpr-4
DD3,I1L,flp-13,frpr-4
DD3,I1R,flp-13,frpr-4
DD4,I1L,flp-13,frpr-4
DD4,I1R,flp-13,frpr-4
DD5,I1L,flp-13,frpr-4
DD5,I1R,flp-13,frpr-4
DD6,I1L,flp-13,frpr-4
DD6,I1R,flp-13,frpr-4
DD1,PVM,flp-13,frpr-4
DD2,PVM,flp-13,frpr-4
DD3,PVM,flp-13,frpr-4
DD4,PVM,flp-13,frpr-4
DD5,PVM,flp-13,frpr-4
DD6,PVM,flp-13,frpr-4
DD1,RIAL,flp-13,frpr-4
DD1,RIAR,flp-13,frpr-4
DD2,RIAL,flp-13,frpr-4
DD2,RIAR,flp-13,frpr-4
DD3,RIAL,flp-13,frpr-4
DD3,RIAR,flp-13,frpr-4
DD4,RIAL,flp-13,frpr-4
DD4,RIAR,flp-13,frpr-4
DD5,RIAL,flp-13,frpr-4
DD5,RIAR,flp-13,frpr-4
DD6,RIAL,flp-13,frpr-4
DD6,RIAR,flp-13,frpr-4
I5,AVEL,flp-13,frpr-4
I5,AVER,flp-13,frpr-4
I5,DVA,flp-13,frpr-4
I5,I1L,flp-13,frpr-4
I5,I1R,flp-13,frpr-4
I5,PVM,flp-13,frpr-4
I5,RIAL,flp-13,frpr-4
I5,RIAR,flp-13,frpr-4
M3L,AVEL,flp-13,frpr-4
M3L,AVER,flp-13,frpr-4
M3R,AVEL,flp-13,frpr-4
M3R,AVER,flp-13,frpr-4
M3L,DVA,flp-13,frpr-4
M3R,DVA,flp-13,frpr-4
M3L,I1L,flp-13,frpr-4
M3L,I1R,flp-13,frpr-4
M3R,I1L,flp-13,frpr-4
M3R,I1R,flp-13,frpr-4
M3L,PVM,flp-13,frpr-4
M3R,PVM,flp-13,frpr-4
M3L,RIAL,flp-13,frpr-4
M3L,RIAR,flp-13,frpr-4
M3R,RIAL,flp-13,frpr-4
M3R,RIAR,flp-13,frpr-4
M5,AVEL,flp-13,frpr-4
M5,AVER,flp-13,frpr-4
M5,DVA,flp-13,frpr-4
M5,I1L,flp-13,frpr-4
M5,I1R,flp-13,frpr-4
M5,PVM,flp-13,frpr-4
M5,RIAL,flp-13,frpr-4
M5,RIAR,flp-13,frpr-4
I2L,AS1,flp-15,npr-3
I2L,AS10,flp-15,npr-3
I2L,AS11,flp-15,npr-3
I2L,AS2,flp-15,npr-3
I2L,AS3,flp-15,npr-3
I2L,AS4,flp-15,npr-3
I2L,AS5,flp-15,npr-3
I2L,AS6,flp-15,npr-3
I2L,AS7,flp-15,npr-3
I2L,AS8,flp-15,npr-3
I2L,AS9,flp-15,npr-3
I2R,AS1,flp-15,npr-3
I2R,AS10,flp-15,npr-3
I2R,AS11,flp-15,npr-3
I2R,AS2,flp-15,npr-3
I2R,AS3,flp-15,npr-3
I2R,AS4,flp-15,npr-3
I2R,AS5,flp-15,npr-3
I2R,AS6,flp-15,npr-3
I2R,AS7,flp-15,npr-3
I2R,AS8,flp-15,npr-3
I2R,AS9,flp-15,npr-3
I2L,DA1,flp-15,npr-3
I2L,DA2,flp-15,npr-3
I2L,DA3,flp-15,npr-3
I2L,DA4,flp-15,npr-3
I2L,DA5,flp-15,npr-3
I2L,DA6,flp-15,npr-3
I2L,DA7,flp-15,npr-3
I2L,DA8,flp-15,npr-3
I2L,DA9,flp-15,npr-3
I2R,DA1,flp-15,npr-3
I2R,DA2,flp-15,npr-3
I2R,DA3,flp-15,npr-3
I2R,DA4,flp-15,npr-3
I2R,DA5,flp-15,npr-3
I2R,DA6,flp-15,npr-3
I2R,DA7,flp-15,npr-3
I2R,DA8,flp-15,npr-3
I2R,DA9,flp-15,npr-3
I2L,DB1,flp-15,npr-3
I2L,DB2,flp-15,npr-3
I2L,DB3,flp-15,npr-3
I2L,DB4,flp-15,npr-3
I2L,DB5,flp-15,npr-3
I2L,DB6,flp-15,npr-3
I2L,DB7,flp-15,npr-3
I2R,DB1,flp-15,npr-3
I2R,DB2,flp-15,npr-3
I2R,DB3,flp-15,npr-3
I2R,DB4,flp-15,npr-3
I2R,DB5,flp-15,npr-3
I2R,DB6,flp-15,npr-3
I2R,DB7,flp-15,npr-3
I2L,VA1,flp-15,npr-3
I2L,VA10,flp-15,npr-3
I2L,VA11,flp-15,npr-3
I2L,VA12,flp-15,npr-3
I2L,VA2,flp-15,npr-3
I2L,VA3,flp-15,npr-3
I2L,VA4,flp-15,npr-3
I2L,VA5,flp-15,npr-3
I2L,VA6,flp-15,npr-3
I2L,VA7,flp-15,npr-3
I2L,VA8,flp-15,npr-3
I2L,VA9,flp-15,npr-3
I2R,VA1,flp-15,npr-3
I2R,VA10,flp-15,npr-3
I2R,VA11,flp-15,npr-3
I2R,VA12,flp-15,npr-3
I2R,VA2,flp-15,npr-3
I2R,VA3,flp-15,npr-3
I2R,VA4,flp-15,npr-3
I2R,VA5,flp-15,npr-3
I2R,VA6,flp-15,npr-3
I2R,VA7,flp-15,npr-3
I2R,VA8,flp-15,npr-3
I2R,VA9,flp-15,npr-3
I2L,VB1,flp-15,npr-3
I2L,VB10,flp-15,npr-3
I2L,VB11,flp-15,npr-3
I2L,VB2,flp-15,npr-3
I2L,VB3,flp-15,npr-3
I2L,VB4,flp-15,npr-3
I2L,VB5,flp-15,npr-3
I2L,VB6,flp-15,npr-3
I2L,VB7,flp-15,npr-3
I2L,VB8,flp-15,npr-3
I2L,VB9,flp-15,npr-3
I2R,VB1,flp-15,npr-3
I2R,VB10,flp-15,npr-3
I2R,VB11,flp-15,npr-3
I2R,VB2,flp-15,npr-3
I2R,VB3,flp-15,npr-3
I2R,VB4,flp-15,npr-3
I2R,VB5,flp-15,npr-3
I2R,VB6,flp-15,npr-3
I2R,VB7,flp-15,npr-3
I2R,VB8,flp-15,npr-3
I2R,VB9,flp-15,npr-3
PHAL,AS1,flp-15,npr-3
PHAL,AS10,flp-15,npr-3
PHAL,AS11,flp-15,npr-3
PHAL,AS2,flp-15,npr-3
PHAL,AS3,flp-15,npr-3
PHAL,AS4,flp-15,npr-3
PHAL,AS5,flp-15,npr-3
PHAL,AS6,flp-15,npr-3
PHAL,AS7,flp-15,npr-3
PHAL,AS8,flp-15,npr-3
PHAL,AS9,flp-15,npr-3
PHAR,AS1,flp-15,npr-3
PHAR,AS10,flp-15,npr-3
PHAR,AS11,flp-15,npr-3
PHAR,AS2,flp-15,npr-3
PHAR,AS3,flp-15,npr-3
PHAR,AS4,flp-15,npr-3
PHAR,AS5,flp-15,npr-3
PHAR,AS6,flp-15,npr-3
PHAR,AS7,flp-15,npr-3
PHAR,AS8,flp-15,npr-3
PHAR,AS9,flp-15,npr-3
PHAL,DA1,flp-15,npr-3
PHAL,DA2,flp-15,npr-3
PHAL,DA3,flp-15,npr-3
PHAL,DA4,flp-15,npr-3
PHAL,DA5,flp-15,npr-3
PHAL,DA6,flp-15,npr-3
PHAL,DA7,flp-15,npr-3
PHAL,DA8,flp-15,npr-3
PHAL,DA9,flp-15,npr-3
PHAR,DA1,flp-15,npr-3
PHAR,DA2,flp-15,npr-3
PHAR,DA3,flp-15,npr-3
PHAR,DA4,flp-15,npr-3
PHAR,DA5,flp-15,npr-3
PHAR,DA6,flp-15,npr-3
PHAR,DA7,flp-15,npr-3
PHAR,DA8,flp-15,npr-3
PHAR,DA9,flp-15,npr-3
PHAL,DB1,flp-15,npr-3
PHAL,DB2,flp-15,npr-3
PHAL,DB3,flp-15,npr-3
PHAL,DB4,flp-15,npr-3
PHAL,DB5,flp-15,npr-3
PHAL,DB6,flp-15,npr-3
PHAL,DB7,flp-15,npr-3
PHAR,DB1,flp-15,npr-3
PHAR,DB2,flp-15,npr-3
PHAR,DB3,flp-15,npr-3
PHAR,DB4,flp-15,npr-3
PHAR,DB5,flp-15,npr-3
PHAR,DB6,flp-15,npr-3
PHAR,DB7,flp-15,npr-3
PHAL,VA1,flp-15,npr-3
PHAL,VA10,flp-15,npr-3
PHAL,VA11,flp-15,npr-3
PHAL,VA12,flp-15,npr-3
PHAL,VA2,flp-15,npr-3
PHAL,VA3,flp-15,npr-3
PHAL,VA4,flp-15,npr-3
PHAL,VA5,flp-15,npr-3
PHAL,VA6,flp-15,npr-3
PHAL,VA7,flp-15,npr-3
PHAL,VA8,flp-15,npr-3
PHAL,VA9,flp-15,npr-3
PHAR,VA1,flp-15,npr-3
PHAR,VA10,flp-15,npr-3
PHAR,VA11,flp-15,npr-3
PHAR,VA12,flp-15,npr-3
PHAR,VA2,flp-15,npr-3
PHAR,VA3,flp-15,npr-3
PHAR,VA4,flp-15,npr-3
PHAR,VA5,flp-15,npr-3
PHAR,VA6,flp-15,npr-3
PHAR,VA7,flp-15,npr-3
PHAR,VA8,flp-15,npr-3
PHAR,VA9,flp-15,npr-3
PHAL,VB1,flp-15,npr-3
PHAL,VB10,flp-15,npr-3
PHAL,VB11,flp-15,npr-3
PHAL,VB2,flp-15,npr-3
PHAL,VB3,flp-15,npr-3
PHAL,VB4,flp-15,npr-3
PHAL,VB5,flp-15,npr-3
PHAL,VB6,flp-15,npr-3
PHAL,VB7,flp-15,npr-3
PHAL,VB8,flp-15,npr-3
PHAL,VB9,flp-15,npr-3
PHAR,VB1,flp-15,npr-3
PHAR,VB10,flp-15,npr-3
PHAR,VB11,flp-15,npr-3
PHAR,VB2,flp-15,npr-3
PHAR,VB3,flp-15,npr-3
PHAR,VB4,flp-15,npr-3
PHAR,VB5,flp-15,npr-3
PHAR,VB6,flp-15,npr-3
PHAR,VB7,flp-15,npr-3
PHAR,VB8,flp-15,npr-3
PHAR,VB9,flp-15,npr-3
BAGL,DVA,flp-17,egl-6
BAGR,DVA,flp-17,egl-6
BAGL,HSNL,flp-17,egl-6
BAGL,HSNR,flp-17,egl-6
BAGR,HSNL,flp-17,egl-6
BAGR,HSNR,flp-17,egl-6
BAGL,SDQL,flp-17,egl-6
BAGL,SDQR,flp-17,egl-6
BAGR,SDQL,flp-17,egl-6
BAGR,SDQR,flp-17,egl-6
M5,DVA,flp-17,egl-6
M5,HSNL,flp-17,egl-6
M5,HSNR,flp-17,egl-6
M5,SDQL,flp-17,egl-6
M5,SDQR,flp-17,egl-6
AIYL,AQR,flp-18,npr-1
AIYR,AQR,flp-18,npr-1
AIYL,ASEL,flp-18,npr-1
AIYL,ASER,flp-18,npr-1
AIYR,ASEL,flp-18,npr-1
AIYR,ASER,flp-18,npr-1
AIYL,ASGL,flp-18,npr-1
AIYL,ASGR,flp-18,npr-1
AIYR,ASGL,flp-18,npr-1
AIYR,ASGR,flp-18,npr-1
AIYL,ASHL,flp-18,npr-1
AIYL,ASHR,flp-18,npr-1
AIYR,ASHL,flp-18,npr-1
AIYR,ASHR,flp-18,npr-1
AIYL,AUAL,flp-18,npr-1
AIYL,AUAR,flp-18,npr-1
AIYR,AUAL,flp-18,npr-1
AIYR,AUAR,flp-18,npr-1
AIYL,DD1,flp-18,npr-1
AIYL,DD2,flp-18,npr-1
AIYL,DD3,flp-18,npr-1
AIYL,DD4,flp-18,npr-1
AIYL,DD5,flp-18,npr-1
AIYL,DD6,flp-18,npr-1
AIYR,DD1,flp-18,npr-1
AIYR,DD2,flp-18,npr-1
AIYR,DD3,flp-18,npr-1
AIYR,DD4,flp-18,npr-1
AIYR,DD5,flp-18,npr-1
AIYR,DD6,flp-18,npr-1
AIYL,IL2L,flp-18,npr-1
AIYR,IL2L,flp-18,npr-1
AIYL,IL2R,flp-18,npr-1
AIYR,IL2R,flp-18,npr-1
AIYL,M3L,flp-18,npr-1
AIYL,M3R,flp-18,npr-1
AIYR,M3L,flp-18,npr-1
AIYR,M3R,flp-18,npr-1
AIYL,OLQDL,flp-18,npr-1
AIYL,OLQDR,flp-18,npr-1
AIYL,OLQVL,flp-18,npr-1
AIYL,OLQVR,flp-18,npr-1
AIYR,OLQDL,flp-18,npr-1
AIYR,OLQDR,flp-18,npr-1
AIYR,OLQVL,flp-18,npr-1
AIYR,OLQVR,flp-18,npr-1
AIYL,PHAL,flp-18,npr-1
AIYL,PHAR,flp-18,npr-1
AIYR,PHAL,flp-18,npr-1
AIYR,PHAR,flp-18,npr-1
AIYL,PHBL,flp-18,npr-1
AIYL,PHBR,flp-18,npr-1
AIYR,PHBL,flp-18,npr-1
AIYR,PHBR,flp-18,npr-1
AIYL,PQR,flp-18,npr-1
AIYR,PQR,flp-18,npr-1
AIYL,RIGL,flp-18,npr-1
AIYL,RIGR,flp-18,npr-1
AIYR,RIGL,flp-18,npr-1
AIYR,RIGR,flp-18,npr-1
AIYL,RIVL,flp-18,npr-1
AIYL,RIVR,flp-18,npr-1
AIYR,RIVL,flp-18,npr-1
AIYR,RIVR,flp-18,npr-1
AIYL,RMGL,flp-18,npr-1
AIYL,RMGR,flp-18,npr-1
AIYR,RMGL,flp-18,npr-1
AIYR,RMGR,flp-18,npr-1
AIYL,SAADL,flp-18,npr-1
AIYR,SAADL,flp-18,npr-1
AIYL,SAADR,flp-18,npr-1
AIYR,SAADR,flp-18,npr-1
AIYL,SDQL,flp-18,npr-1
AIYL,SDQR,flp-18,npr-1
AIYR,SDQL,flp-18,npr-1
AIYR,SDQR,flp-18,npr-1
AIYL,SMBDL,flp-18,npr-1
AIYR,SMBDL,flp-18,npr-1
AIYL,SMBDR,flp-18,npr-1
AIYR,SMBDR,flp-18,npr-1
AIYL,URXL,flp-18,npr-1
AIYL,URXR,flp-18,npr-1
AIYR,URXL,flp-18,npr-1
AIYR,URXR,flp-18,npr-1
AIYL,VD1,flp-18,npr-1
AIYL,VD10,flp-18,npr-1
AIYL,VD11,flp-18,npr-1
AIYL,VD12,flp-18,npr-1
AIYL,VD13,flp-18,npr-1
AIYL,VD2,flp-18,npr-1
AIYL,VD3,flp-18,npr-1
AIYL,VD4,flp-18,npr-1
AIYL,VD5,flp-18,npr-1
AIYL,VD6,flp-18,npr-1
AIYL,VD7,flp-18,npr-1
AIYL,VD8,flp-18,npr-1
AIYL,VD9,flp-18,npr-1
AIYR,VD1,flp-18,npr-1
AIYR,VD10,flp-18,npr-1
AIYR,VD11,flp-18,npr-1
AIYR,VD12,flp-18,npr-1
AIYR,VD13,flp-18,npr-1
AIYR,VD2,flp-18,npr-1
AIYR,VD3,flp-18,npr-1
AIYR,VD4,flp-18,npr-1
AIYR,VD5,flp-18,npr-1
AIYR,VD6,flp-18,npr-1
AIYR,VD7,flp-18,npr-1
AIYR,VD8,flp-18,npr-1
AIYR,VD9,flp-18,npr-1
AIYL,AIAL,flp-18,npr-11
AIYL,AIAR,flp-18,npr-11
AIYR,AIAL,flp-18,npr-11
AIYR,AIAR,flp-18,npr-11
AIYL,AIYL,flp-18,npr-11
AIYL,AIYR,flp-18,npr-11
AIYR,AIYL,flp-18,npr-11
AIYR,AIYR,flp-18,npr-11
AIYL,AVAL,flp-18,npr-4
AIYL,AVAR,flp-18,npr-4
AIYR,AVAL,flp-18,npr-4
AIYR,AVAR,flp-18,npr-4
AIYL,BAGL,flp-18,npr-4
AIYL,BAGR,flp-18,npr-4
AIYR,BAGL,flp-18,npr-4
AIYR,BAGR,flp-18,npr-4
AIYL,BDUL,flp-18,npr-4
AIYL,BDUR,flp-18,npr-4
AIYR,BDUL,flp-18,npr-4
AIYR,BDUR,flp-18,npr-4
AIYL,PQR,flp-18,npr-4
AIYR,PQR,flp-18,npr-4
AIYL,RIVL,flp-18,npr-4
AIYL,RIVR,flp-18,npr-4
AIYR,RIVL,flp-18,npr-4
AIYR,RIVR,flp-18,npr-4
AIYL,ADFL,flp-18,npr-5
AIYL,ADFR,flp-18,npr-5
AIYR,ADFL,flp-18,npr-5
AIYR,ADFR,flp-18,npr-5
AIYL,AIAL,flp-18,npr-5
AIYL,AIAR,flp-18,npr-5
AIYR,AIAL,flp-18,npr-5
AIYR,AIAR,flp-18,npr-5
AIYL,ASEL,flp-18,npr-5
AIYL,ASER,flp-18,npr-5
AIYR,ASEL,flp-18,npr-5
AIYR,ASER,flp-18,npr-5
AIYL,ASGL,flp-18,npr-5
AIYL,ASGR,flp-18,npr-5
AIYR,ASGL,flp-18,npr-5
AIYR,ASGR,flp-18,npr-5
AIYL,ASIL,flp-18,npr-5
AIYL,ASIR,flp-18,npr-5
AIYR,ASIL,flp-18,npr-5
AIYR,ASIR,flp-18,npr-5
AIYL,ASJL,flp-18,npr-5
AIYL,ASJR,flp-18,npr-5
AIYR,ASJL,flp-18,npr-5
AIYR,ASJR,flp-18,npr-5
AIYL,ASKL,flp-18,npr-5
AIYL,ASKR,flp-18,npr-5
AIYR,ASKL,flp-18,npr-5
AIYR,ASKR,flp-18,npr-5
AIYL,AUAL,flp-18,npr-5
AIYL,AUAR,flp-18,npr-5
AIYR,AUAL,flp-18,npr-5
AIYR,AUAR,flp-18,npr-5
AIYL,AWAL,flp-18,npr-5
AIYL,AWAR,flp-18,npr-5
AIYR,AWAL,flp-18,npr-5
AIYR,AWAR,flp-18,npr-5
AIYL,AWBL,flp-18,npr-5
AIYL,AWBR,flp-18,npr-5
AIYR,AWBL,flp-18,npr-5
AIYR,AWBR,flp-18,npr-5
AIYL,IL2DL,flp-18,npr-5
AIYL,IL2DR,flp-18,npr-5
AIYL,IL2L,flp-18,npr-5
AIYL,IL2R,flp-18,npr-5
AIYL,IL2VL,flp-18,npr-5
AIYL,IL2VR,flp-18,npr-5
AIYR,IL2DL,flp-18,npr-5
AIYR,IL2DR,flp-18,npr-5
AIYR,IL2L,flp-18,npr-5
AIYR,IL2R,flp-18,npr-5
AIYR,IL2VL,flp-18,npr-5
AIYR,IL2VR,flp-18,npr-5
AIYL,PHAL,flp-18,npr-5
AIYL,PHAR,flp-18,npr-5
AIYR,PHAL,flp-18,npr-5
AIYR,PHAR,flp-18,npr-5
AIYL,PHBL,flp-18,npr-5
AIYL,PHBR,flp-18,npr-5
AIYR,PHBL,flp-18,npr-5
AIYR,PHBR,flp-18,npr-5
AVAL,AQR,flp-18,npr-1
AVAR,AQR,flp-18,npr-1
AVAL,ASEL,flp-18,npr-1
AVAL,ASER,flp-18,npr-1
AVAR,ASEL,flp-18,npr-1
AVAR,ASER,flp-18,npr-1
AVAL,ASGL,flp-18,npr-1
AVAL,ASGR,flp-18,npr-1
AVAR,ASGL,flp-18,npr-1
AVAR,ASGR,flp-18,npr-1
