#source neuron, target neuron, transmitter, receptor
AVBR,RMEL,pdf-1,pdfr-1
AVBR,RMER,pdf-1,pdfr-1
AVBR,RMEV,pdf-1,pdfr-1
AVBL,URXL,pdf-1,pdfr-1
AVBL,URXR,pdf-1,pdfr-1
AVBR,URXL,pdf-1,pdfr-1
AVBR,URXR,pdf-1,pdfr-1
AVBL,URYDL,pdf-1,pdfr-1
AVBL,URYDR,pdf-1,pdfr-1
AVBL,URYVL,pdf-1,pdfr-1
AVBL,URYVR,pdf-1,pdfr-1
AVBR,URYDL,pdf-1,pdfr-1
AVBR,URYDR,pdf-1,pdfr-1
AVBR,URYVL,pdf-1,pdfr-1
AVBR,URYVR,pdf-1,pdfr-1
LUAL,ALML,pdf-1,pdfr-1
LUAL,ALMR,pdf-1,pdfr-1
LUAR,ALML,pdf-1,pdfr-1
LUAR,ALMR,pdf-1,pdfr-1
LUAL,AVDL,pdf-1,pdfr-1
LUAL,AVDR,pdf-1,pdfr-1
LUAR,AVDL,pdf-1,pdfr-1
LUAR,AVDR,pdf-1,pdfr-1
LUAL,AVFL,pdf-1,pdfr-1
LUAL,AVFR,pdf-1,pdfr-1
LUAR,AVFL,pdf-1,pdfr-1
LUAR,AVFR,pdf-1,pdfr-1
LUAL,AVM,pdf-1,pdfr-1
LUAR,AVM,pdf-1,pdfr-1
LUAL,DB2,pdf-1,pdfr-1
LUAR,DB2,pdf-1,pdfr-1
LUAL,FLPL,pdf-1,pdfr-1
LUAL,FLPR,pdf-1,pdfr-1
LUAR,FLPL,pdf-1,pdfr-1
LUAR,FLPR,pdf-1,pdfr-1
LUAL,I1L,pdf-1,pdfr-1
LUAL,I1R,pdf-1,pdfr-1
LUAR,I1L,pdf-1,pdfr-1
LUAR,I1R,pdf-1,pdfr-1
LUAL,OLLL,pdf-1,pdfr-1
LUAL,OLLR,pdf-1,pdfr-1
LUAR,OLLL,pdf-1,pdfr-1
LUAR,OLLR,pdf-1,pdfr-1
LUAL,OLQDL,pdf-1,pdfr-1
LUAL,OLQDR,pdf-1,pdfr-1
LUAL,OLQVL,pdf-1,pdfr-1
LUAL,OLQVR,pdf-1,pdfr-1
LUAR,OLQDL,pdf-1,pdfr-1
LUAR,OLQDR,pdf-1,pdfr-1
LUAR,OLQVL,pdf-1,pdfr-1
LUAR,OLQVR,pdf-1,pdfr-1
LUAL,PHAL,pdf-1,pdfr-1
LUAL,PHAR,pdf-1,pdfr-1
LUAR,PHAL,pdf-1,pdfr-1
LUAR,PHAR,pdf-1,pdfr-1
LUAL,PHBL,pdf-1,pdfr-1
LUAL,PHBR,pdf-1,pdfr-1
LUAR,PHBL,pdf-1,pdfr-1
LUAR,PHBR,pdf-1,pdfr-1
LUAL,PLML,pdf-1,pdfr-1
LUAL,PLMR,pdf-1,pdfr-1
LUAR,PLML,pdf-1,pdfr-1
LUAR,PLMR,pdf-1,pdfr-1
LUAL,PQR,pdf-1,pdfr-1
LUAR,PQR,pdf-1,pdfr-1
LUAL,PVCL,pdf-1,pdfr-1
LUAL,PVCR,pdf-1,pdfr-1
LUAR,PVCL,pdf-1,pdfr-1
LUAR,PVCR,pdf-1,pdfr-1
LUAL,PVM,pdf-1,pdfr-1
LUAR,PVM,pdf-1,pdfr-1
LUAL,PVQL,pdf-1,pdfr-1
LUAL,PVQR,pdf-1,pdfr-1
LUAR,PVQL,pdf-1,pdfr-1
LUAR,PVQR,pdf-1,pdfr-1
LUAL,PVWL,pdf-1,pdfr-1
LUAL,PVWR,pdf-1,pdfr-1
LUAR,PVWL,pdf-1,pdfr-1
LUAR,PVWR,pdf-1,pdfr-1
LUAL,RIFL,pdf-1,pdfr-1
LUAL,RIFR,pdf-1,pdfr-1
LUAR,RIFL,pdf-1,pdfr-1
LUAR,RIFR,pdf-1,pdfr-1
LUAL,RMED,pdf-1,pdfr-1
LUAL,RMEL,pdf-1,pdfr-1
LUAL,RMER,pdf-1,pdfr-1
LUAL,RMEV,pdf-1,pdfr-1
LUAR,RMED,pdf-1,pdfr-1
LUAR,RMEL,pdf-1,pdfr-1
LUAR,RMER,pdf-1,pdfr-1
LUAR,RMEV,pdf-1,pdfr-1
LUAL,URXL,pdf-1,pdfr-1
LUAL,URXR,pdf-1,pdfr-1
LUAR,URXL,pdf-1,pdfr-1
LUAR,URXR,pdf-1,pdfr-1
LUAL,URYDL,pdf-1,pdfr-1
LUAL,URYDR,pdf-1,pdfr-1
LUAL,URYVL,pdf-1,pdfr-1
LUAL,URYVR,pdf-1,pdfr-1
LUAR,URYDL,pdf-1,pdfr-1
LUAR,URYDR,pdf-1,pdfr-1
LUAR,URYVL,pdf-1,pdfr-1
LUAR,URYVR,pdf-1,pdfr-1
PHAL,ALML,pdf-1,pdfr-1
PHAL,ALMR,pdf-1,pdfr-1
PHAR,ALML,pdf-1,pdfr-1
PHAR,ALMR,pdf-1,pdfr-1
PHAL,AVDL,pdf-1,pdfr-1
PHAL,AVDR,pdf-1,pdfr-1
PHAR,AVDL,pdf-1,pdfr-1
PHAR,AVDR,pdf-1,pdfr-1
PHAL,AVFL,pdf-1,pdfr-1
PHAL,AVFR,pdf-1,pdfr-1
PHAR,AVFL,pdf-1,pdfr-1
PHAR,AVFR,pdf-1,pdfr-1
PHAL,AVM,pdf-1,pdfr-1
PHAR,AVM,pdf-1,pdfr-1
PHAL,DB2,pdf-1,pdfr-1
PHAR,DB2,pdf-1,pdfr-1
PHAL,FLPL,pdf-1,pdfr-1
PHAL,FLPR,pdf-1,pdfr-1
PHAR,FLPL,pdf-1,pdfr-1
PHAR,FLPR,pdf-1,pdfr-1
PHAL,I1L,pdf-1,pdfr-1
PHAL,I1R,pdf-1,pdfr-1
PHAR,I1L,pdf-1,pdfr-1
PHAR,I1R,pdf-1,pdfr-1
PHAL,OLLL,pdf-1,pdfr-1
PHAL,OLLR,pdf-1,pdfr-1
PHAR,OLLL,pdf-1,pdfr-1
PHAR,OLLR,pdf-1,pdfr-1
PHAL,OLQDL,pdf-1,pdfr-1
PHAL,OLQDR,pdf-1,pdfr-1
PHAL,OLQVL,pdf-1,pdfr-1
PHAL,OLQVR,pdf-1,pdfr-1
PHAR,OLQDL,pdf-1,pdfr-1
PHAR,OLQDR,pdf-1,pdfr-1
PHAR,OLQVL,pdf-1,pdfr-1
PHAR,OLQVR,pdf-1,pdfr-1
PHAL,PHAL,pdf-1,pdfr-1
PHAL,PHAR,pdf-1,pdfr-1
PHAR,PHAL,pdf-1,pdfr-1
PHAR,PHAR,pdf-1,pdfr-1
PHAL,PHBL,pdf-1,pdfr-1
PHAL,PHBR,pdf-1,pdfr-1
PHAR,PHBL,pdf-1,pdfr-1
PHAR,PHBR,pdf-1,pdfr-1
PHAL,PLML,pdf-1,pdfr-1
PHAL,PLMR,pdf-1,pdfr-1
PHAR,PLML,pdf-1,pdfr-1
PHAR,PLMR,pdf-1,pdfr-1
PHAL,PQR,pdf-1,pdfr-1
PHAR,PQR,pdf-1,pdfr-1
PHAL,PVCL,pdf-1,pdfr-1
PHAL,PVCR,pdf-1,pdfr-1
PHAR,PVCL,pdf-1,pdfr-1
PHAR,PVCR,pdf-1,pdfr-1
PHAL,PVM,pdf-1,pdfr-1
PHAR,PVM,pdf-1,pdfr-1
PHAL,PVQL,pdf-1,pdfr-1
PHAL,PVQR,pdf-1,pdfr-1
PHAR,PVQL,pdf-1,pdfr-1
PHAR,PVQR,pdf-1,pdfr-1
PHAL,PVWL,pdf-1,pdfr-1
PHAL,PVWR,pdf-1,pdfr-1
PHAR,PVWL,pdf-1,pdfr-1
PHAR,PVWR,pdf-1,pdfr-1
PHAL,RIFL,pdf-1,pdfr-1
PHAL,RIFR,pdf-1,pdfr-1
PHAR,RIFL,pdf-1,pdfr-1
PHAR,RIFR,pdf-1,pdfr-1
PHAL,RMED,pdf-1,pdfr-1
PHAL,RMEL,pdf-1,pdfr-1
PHAL,RMER,pdf-1,pdfr-1
PHAL,RMEV,pdf-1,pdfr-1
PHAR,RMED,pdf-1,pdfr-1
PHAR,RMEL,pdf-1,pdfr-1
PHAR,RMER,pdf-1,pdfr-1
PHAR,RMEV,pdf-1,pdfr-1
PHAL,URXL,pdf-1,pdfr-1
PHAL,URXR,pdf-1,pdfr-1
PHAR,URXL,pdf-1,pdfr-1
PHAR,URXR,pdf-1,pdfr-1
PHAL,URYDL,pdf-1,pdfr-1
PHAL,URYDR,pdf-1,pdfr-1
PHAL,URYVL,pdf-1,pdfr-1
PHAL,URYVR,pdf-1,pdfr-1
PHAR,URYDL,pdf-1,pdfr-1
PHAR,URYDR,pdf-1,pdfr-1
PHAR,URYVL,pdf-1,pdfr-1
PHAR,URYVR,pdf-1,pdfr-1
PHBL,ALML,pdf-1,pdfr-1
PHBL,ALMR,pdf-1,pdfr-1
PHBR,ALML,pdf-1,pdfr-1
PHBR,ALMR,pdf-1,pdfr-1
PHBL,AVDL,pdf-1,pdfr-1
PHBL,AVDR,pdf-1,pdfr-1
PHBR,AVDL,pdf-1,pdfr-1
PHBR,AVDR,pdf-1,pdfr-1
PHBL,AVFL,pdf-1,pdfr-1
PHBL,AVFR,pdf-1,pdfr-1
PHBR,AVFL,pdf-1,pdfr-1
PHBR,AVFR,pdf-1,pdfr-1
PHBL,AVM,pdf-1,pdfr-1
PHBR,AVM,pdf-1,pdfr-1
PHBL,DB2,pdf-1,pdfr-1
PHBR,DB2,pdf-1,pdfr-1
PHBL,FLPL,pdf-1,pdfr-1
PHBL,FLPR,pdf-1,pdfr-1
PHBR,FLPL,pdf-1,pdfr-1
PHBR,FLPR,pdf-1,pdfr-1
PHBL,I1L,pdf-1,pdfr-1
PHBL,I1R,pdf-1,pdfr-1
PHBR,I1L,pdf-1,pdfr-1
PHBR,I1R,pdf-1,pdfr-1
PHBL,OLLL,pdf-1,pdfr-1
PHBL,OLLR,pdf-1,pdfr-1
PHBR,OLLL,pdf-1,pdfr-1
PHBR,OLLR,pdf-1,pdfr-1
PHBL,OLQDL,pdf-1,pdfr-1
PHBL,OLQDR,pdf-1,pdfr-1
PHBL,OLQVL,pdf-1,pdfr-1
PHBL,OLQVR,pdf-1,pdfr-1
PHBR,OLQDL,pdf-1,pdfr-1
PHBR,OLQDR,pdf-1,pdfr-1
PHBR,OLQVL,pdf-1,pdfr-1
PHBR,OLQVR,pdf-1,pdfr-1
PHBL,PHAL,pdf-1,pdfr-1
PHBL,PHAR,pdf-1,pdfr-1
PHBR,PHAL,pdf-1,pdfr-1
PHBR,PHAR,pdf-1,pdfr-1
PHBL,PHBL,pdf-1,pdfr-1
PHBL,PHBR,pdf-1,pdfr-1
PHBR,PHBL,pdf-1,pdfr-1
PHBR,PHBR,pdf-1,pdfr-1
PHBL,PLML,pdf-1,pdfr-1
PHBL,PLMR,pdf-1,pdfr-1
PHBR,PLML,pdf-1,pdfr-1
PHBR,PLMR,pdf-1,pdfr-1
PHBL,PQR,pdf-1,pdfr-1
PHBR,PQR,pdf-1,pdfr-1
PHBL,PVCL,pdf-1,pdfr-1
PHBL,PVCR,pdf-1,pdfr-1
PHBR,PVCL,pdf-1,pdfr-1
PHBR,PVCR,pdf-1,pdfr-1
PHBL,PVM,pdf-1,pdfr-1
PHBR,PVM,pdf-1,pdfr-1
PHBL,PVQL,pdf-1,pdfr-1
PHBL,PVQR,pdf-1,pdfr-1
PHBR,PVQL,pdf-1,pdfr-1
PHBR,PVQR,pdf-1,pdfr-1
PHBL,PVWL,pdf-1,pdfr-1
PHBL,PVWR,pdf-1,pdfr-1
PHBR,PVWL,pdf-1,pdfr-1
PHBR,PVWR,pdf-1,pdfr-1
PHBL,RIFL,pdf-1,pdfr-1
PHBL,RIFR,pdf-1,pdfr-1
PHBR,RIFL,pdf-1,pdfr-1
PHBR,RIFR,pdf-1,pdfr-1
PHBL,RMED,pdf-1,pdfr-1
PHBL,RMEL,pdf-1,pdfr-1
PHBL,RMER,pdf-1,pdfr-1
PHBL,RMEV,pdf-1,pdfr-1
PHBR,RMED,pdf-1,pdfr-1
PHBR,RMEL,pdf-1,pdfr-1
PHBR,RMER,pdf-1,pdfr-1
PHBR,RMEV,pdf-1,pdfr-1
PHBL,URXL,pdf-1,pdfr-1
PHBL,URXR,pdf-1,pdfr-1
PHBR,URXL,pdf-1,pdfr-1
PHBR,URXR,pdf-1,pdfr-1
PHBL,URYDL,pdf-1,pdfr-1
PHBL,URYDR,pdf-1,pdfr-1
PHBL,URYVL,pdf-1,pdfr-1
PHBL,URYVR,pdf-1,pdfr-1
PHBR,URYDL,pdf-1,pdfr-1
PHBR,URYDR,pdf-1,pdfr-1
PHBR,URYVL,pdf-1,pdfr-1
PHBR,URYVR,pdf-1,pdfr-1
PQR,ALML,pdf-1,pdfr-1
PQR,ALMR,pdf-1,pdfr-1
PQR,AVDL,pdf-1,pdfr-1
PQR,AVDR,pdf-1,pdfr-1
PQR,AVFL,pdf-1,pdfr-1
PQR,AVFR,pdf-1,pdfr-1
PQR,AVM,pdf-1,pdfr-1
PQR,DB2,pdf-1,pdfr-1
PQR,FLPL,pdf-1,pdfr-1
PQR,FLPR,pdf-1,pdfr-1
PQR,I1L,pdf-1,pdfr-1
PQR,I1R,pdf-1,pdfr-1
PQR,OLLL,pdf-1,pdfr-1
PQR,OLLR,pdf-1,pdfr-1
PQR,OLQDL,pdf-1,pdfr-1
PQR,OLQDR,pdf-1,pdfr-1
PQR,OLQVL,pdf-1,pdfr-1
PQR,OLQVR,pdf-1,pdfr-1
PQR,PHAL,pdf-1,pdfr-1
PQR,PHAR,pdf-1,pdfr-1
PQR,PHBL,pdf-1,pdfr-1
PQR,PHBR,pdf-1,pdfr-1
PQR,PLML,pdf-1,pdfr-1
PQR,PLMR,pdf-1,pdfr-1
PQR,PQR,pdf-1,pdfr-1
PQR,PVCL,pdf-1,pdfr-1
PQR,PVCR,pdf-1,pdfr-1
PQR,PVM,pdf-1,pdfr-1
PQR,PVQL,pdf-1,pdfr-1
PQR,PVQR,pdf-1,pdfr-1
PQR,PVWL,pdf-1,pdfr-1
PQR,PVWR,pdf-1,pdfr-1
PQR,RIFL,pdf-1,pdfr-1
PQR,RIFR,pdf-1,pdfr-1
PQR,RMED,pdf-1,pdfr-1
PQR,RMEL,pdf-1,pdfr-1
PQR,RMER,pdf-1,pdfr-1
PQR,RMEV,pdf-1,pdfr-1
PQR,URXL,pdf-1,pdfr-1
PQR,URXR,pdf-1,pdfr-1
PQR,URYDL,pdf-1,pdfr-1
PQR,URYDR,pdf-1,pdfr-1
PQR,URYVL,pdf-1,pdfr-1
PQR,URYVR,pdf-1,pdfr-1
PVNL,ALML,pdf-1,pdfr-1
PVNL,ALMR,pdf-1,pdfr-1
PVNR,ALML,pdf-1,pdfr-1
PVNR,ALMR,pdf-1,pdfr-1
PVNL,AVDL,pdf-1,pdfr-1
PVNL,AVDR,pdf-1,pdfr-1
PVNR,AVDL,pdf-1,pdfr-1
PVNR,AVDR,pdf-1,pdfr-1
PVNL,AVFL,pdf-1,pdfr-1
PVNL,AVFR,pdf-1,pdfr-1
PVNR,AVFL,pdf-1,pdfr-1
PVNR,AVFR,pdf-1,pdfr-1
PVNL,AVM,pdf-1,pdfr-1
PVNR,AVM,pdf-1,pdfr-1
PVNL,DB2,pdf-1,pdfr-1
PVNR,DB2,pdf-1,pdfr-1
PVNL,FLPL,pdf-1,pdfr-1
PVNL,FLPR,pdf-1,pdfr-1
PVNR,FLPL,pdf-1,pdfr-1
PVNR,FLPR,pdf-1,pdfr-1
PVNL,I1L,pdf-1,pdfr-1
PVNL,I1R,pdf-1,pdfr-1
PVNR,I1L,pdf-1,pdfr-1
PVNR,I1R,pdf-1,pdfr-1
PVNL,OLLL,pdf-1,pdfr-1
PVNL,OLLR,pdf-1,pdfr-1
PVNR,OLLL,pdf-1,pdfr-1
PVNR,OLLR,pdf-1,pdfr-1
PVNL,OLQDL,pdf-1,pdfr-1
PVNL,OLQDR,pdf-1,pdfr-1
PVNL,OLQVL,pdf-1,pdfr-1
PVNL,OLQVR,pdf-1,pdfr-1
PVNR,OLQDL,pdf-1,pdfr-1
PVNR,OLQDR,pdf-1,pdfr-1
PVNR,OLQVL,pdf-1,pdfr-1
PVNR,OLQVR,pdf-1,pdfr-1
PVNL,PHAL,pdf-1,pdfr-1
PVNL,PHAR,pdf-1,pdfr-1
PVNR,PHAL,pdf-1,pdfr-1
PVNR,PHAR,pdf-1,pdfr-1
PVNL,PHBL,pdf-1,pdfr-1
PVNL,PHBR,pdf-1,pdfr-1
PVNR,PHBL,pdf-1,pdfr-1
PVNR,PHBR,pdf-1,pdfr-1
PVNL,PLML,pdf-1,pdfr-1
PVNL,PLMR,pdf-1,pdfr-1
PVNR,PLML,pdf-1,pdfr-1
PVNR,PLMR,pdf-1,pdfr-1
PVNL,PQR,pdf-1,pdfr-1
PVNR,PQR,pdf-1,pdfr-1
PVNL,PVCL,pdf-1,pdfr-1
PVNL,PVCR,pdf-1,pdfr-1
PVNR,PVCL,pdf-1,pdfr-1
PVNR,PVCR,pdf-1,pdfr-1
PVNL,PVM,pdf-1,pdfr-1
PVNR,PVM,pdf-1,pdfr-1
PVNL,PVQL,pdf-1,pdfr-1
PVNL,PVQR,pdf-1,pdfr-1
PVNR,PVQL,pdf-1,pdfr-1
PVNR,PVQR,pdf-1,pdfr-1
PVNL,PVWL,pdf-1,pdfr-1
PVNL,PVWR,pdf-1,pdfr-1
PVNR,PVWL,pdf-1,pdfr-1
PVNR,PVWR,pdf-1,pdfr-1
PVNL,RIFL,pdf-1,pdfr-1
PVNL,RIFR,pdf-1,pdfr-1
PVNR,RIFL,pdf-1,pdfr-1
PVNR,RIFR,pdf-1,pdfr-1
PVNL,RMED,pdf-1,pdfr-1
PVNL,RMEL,pdf-1,pdfr-1
PVNL,RMER,pdf-1,pdfr-1
PVNL,RMEV,pdf-1,pdfr-1
PVNR,RMED,pdf-1,pdfr-1
PVNR,RMEL,pdf-1,pdfr-1
PVNR,RMER,pdf-1,pdfr-1
PVNR,RMEV,pdf-1,pdfr-1
PVNL,URXL,pdf-1,pdfr-1
PVNL,URXR,pdf-1,pdfr-1
PVNR,URXL,pdf-1,pdfr-1
PVNR,URXR,pdf-1,pdfr-1
PVNL,URYDL,pdf-1,pdfr-1
PVNL,URYDR,pdf-1,pdfr-1
PVNL,URYVL,pdf-1,pdfr-1
PVNL,URYVR,pdf-1,pdfr-1
PVNR,URYDL,pdf-1,pdfr-1
PVNR,URYDR,pdf-1,pdfr-1
PVNR,URYVL,pdf-1,pdfr-1
PVNR,URYVR,pdf-1,pdfr-1
PVPL,ALML,pdf-1,pdfr-1
PVPL,ALMR,pdf-1,pdfr-1
PVPR,ALML,pdf-1,pdfr-1
PVPR,ALMR,pdf-1,pdfr-1
PVPL,AVDL,pdf-1,pdfr-1
PVPL,AVDR,pdf-1,pdfr-1
PVPR,AVDL,pdf-1,pdfr-1
PVPR,AVDR,pdf-1,pdfr-1
PVPL,AVFL,pdf-1,pdfr-1
PVPL,AVFR,pdf-1,pdfr-1
PVPR,AVFL,pdf-1,pdfr-1
PVPR,AVFR,pdf-1,pdfr-1
PVPL,AVM,pdf-1,pdfr-1
PVPR,AVM,pdf-1,pdfr-1
PVPL,DB2,pdf-1,pdfr-1
PVPR,DB2,pdf-1,pdfr-1
PVPL,FLPL,pdf-1,pdfr-1
PVPL,FLPR,pdf-1,pdfr-1
PVPR,FLPL,pdf-1,pdfr-1
PVPR,FLPR,pdf-1,pdfr-1
PVPL,I1L,pdf-1,pdfr-1
PVPL,I1R,pdf-1,pdfr-1
PVPR,I1L,pdf-1,pdfr-1
PVPR,I1R,pdf-1,pdfr-1
PVPL,OLLL,pdf-1,pdfr-1
PVPL,OLLR,pdf-1,pdfr-1
PVPR,OLLL,pdf-1,pdfr-1
PVPR,OLLR,pdf-1,pdfr-1
PVPL,OLQDL,pdf-1,pdfr-1
PVPL,OLQDR,pdf-1,pdfr-1
PVPL,OLQVL,pdf-1,pdfr-1
PVPL,OLQVR,pdf-1,pdfr-1
PVPR,OLQDL,pdf-1,pdfr-1
PVPR,OLQDR,pdf-1,pdfr-1
PVPR,OLQVL,pdf-1,pdfr-1
PVPR,OLQVR,pdf-1,pdfr-1
PVPL,PHAL,pdf-1,pdfr-1
PVPL,PHAR,pdf-1,pdfr-1
PVPR,PHAL,pdf-1,pdfr-1
PVPR,PHAR,pdf-1,pdfr-1
PVPL,PHBL,pdf-1,pdfr-1
PVPL,PHBR,pdf-1,pdfr-1
PVPR,PHBL,pdf-1,pdfr-1
PVPR,PHBR,pdf-1,pdfr-1
PVPL,PLML,pdf-1,pdfr-1
PVPL,PLMR,pdf-1,pdfr-1
PVPR,PLML,pdf-1,pdfr-1
PVPR,PLMR,pdf-1,pdfr-1
PVPL,PQR,pdf-1,pdfr-1
PVPR,PQR,pdf-1,pdfr-1
PVPL,PVCL,pdf-1,pdfr-1
PVPL,PVCR,pdf-1,pdfr-1
PVPR,PVCL,pdf-1,pdfr-1
PVPR,PVCR,pdf-1,pdfr-1
PVPL,PVM,pdf-1,pdfr-1
PVPR,PVM,pdf-1,pdfr-1
PVPL,PVQL,pdf-1,pdfr-1
PVPL,PVQR,pdf-1,pdfr-1
PVPR,PVQL,pdf-1,pdfr-1
PVPR,PVQR,pdf-1,pdfr-1
PVPL,PVWL,pdf-1,pdfr-1
PVPL,PVWR,pdf-1,pdfr-1
PVPR,PVWL,pdf-1,pdfr-1
PVPR,PVWR,pdf-1,pdfr-1
PVPL,RIFL,pdf-1,pdfr-1
PVPL,RIFR,pdf-1,pdfr-1
PVPR,RIFL,pdf-1,pdfr-1
PVPR,RIFR,pdf-1,pdfr-1
PVPL,RMED,pdf-1,pdfr-1
PVPL,RMEL,pdf-1,pdfr-1
PVPL,RMER,pdf-1,pdfr-1
PVPL,RMEV,pdf-1,pdfr-1
PVPR,RMED,pdf-1,pdfr-1
PVPR,RMEL,pdf-1,pdfr-1
PVPR,RMER,pdf-1,pdfr-1
PVPR,RMEV,pdf-1,pdfr-1
PVPL,URXL,pdf-1,pdfr-1
PVPL,URXR,pdf-1,pdfr-1
PVPR,URXL,pdf-1,pdfr-1
PVPR,URXR,pdf-1,pdfr-1
PVPL,URYDL,pdf-1,pdfr-1
PVPL,URYDR,pdf-1,pdfr-1
PVPL,URYVL,pdf-1,pdfr-1
PVPL,URYVR,pdf-1,pdfr-1
PVPR,URYDL,pdf-1,pdfr-1
PVPR,URYDR,pdf-1,pdfr-1
PVPR,URYVL,pdf-1,pdfr-1
PVPR,URYVR,pdf-1,pdfr-1
PVT,ALML,pdf-1,pdfr-1
PVT,ALMR,pdf-1,pdfr-1
PVT,AVDL,pdf-1,pdfr-1
PVT,AVDR,pdf-1,pdfr-1
PVT,AVFL,pdf-1,pdfr-1
PVT,AVFR,pdf-1,pdfr-1
PVT,AVM,pdf-1,pdfr-1
PVT,DB2,pdf-1,pdfr-1
PVT,FLPL,pdf-1,pdfr-1
PVT,FLPR,pdf-1,pdfr-1
PVT,I1L,pdf-1,pdfr-1
PVT,I1R,pdf-1,pdfr-1
PVT,OLLL,pdf-1,pdfr-1
PVT,OLLR,pdf-1,pdfr-1
PVT,OLQDL,pdf-1,pdfr-1
PVT,OLQDR,pdf-1,pdfr-1
PVT,OLQVL,pdf-1,pdfr-1
PVT,OLQVR,pdf-1,pdfr-1
PVT,PHAL,pdf-1,pdfr-1
PVT,PHAR,pdf-1,pdfr-1
PVT,PHBL,pdf-1,pdfr-1
PVT,PHBR,pdf-1,pdfr-1
PVT,PLML,pdf-1,pdfr-1
PVT,PLMR,pdf-1,pdfr-1
PVT,PQR,pdf-1,pdfr-1
PVT,PVCL,pdf-1,pdfr-1
PVT,PVCR,pdf-1,pdfr-1
PVT,PVM,pdf-1,pdfr-1
PVT,PVQL,pdf-1,pdfr-1
PVT,PVQR,pdf-1,pdfr-1
PVT,PVWL,pdf-1,pdfr-1
PVT,PVWR,pdf-1,pdfr-1
PVT,RIFL,pdf-1,pdfr-1
PVT,RIFR,pdf-1,pdfr-1
PVT,RMED,pdf-1,pdfr-1
PVT,RMEL,pdf-1,pdfr-1
PVT,RMER,pdf-1,pdfr-1
PVT,RMEV,pdf-1,pdfr-1
PVT,URXL,pdf-1,pdfr-1
PVT,URXR,pdf-1,pdfr-1
PVT,URYDL,pdf-1,pdfr-1
PVT,URYDR,pdf-1,pdfr-1
PVT,URYVL,pdf-1,pdfr-1
PVT,URYVR,pdf-1,pdfr-1
RID,ALML,pdf-1,pdfr-1
RID,ALMR,pdf-1,pdfr-1
RID,AVDL,pdf-1,pdfr-1
RID,AVDR,pdf-1,pdfr-1
RID,AVFL,pdf-1,pdfr-1
RID,AVFR,pdf-1,pdfr-1
RID,AVM,pdf-1,pdfr-1
RID,DB2,pdf-1,pdfr-1
RID,FLPL,pdf-1,pdfr-1
RID,FLPR,pdf-1,pdfr-1
RID,I1L,pdf-1,pdfr-1
RID,I1R,pdf-1,pdfr-1
RID,OLLL,pdf-1,pdfr-1
RID,OLLR,pdf-1,pdfr-1
RID,OLQDL,pdf-1,pdfr-1
RID,OLQDR,pdf-1,pdfr-1
RID,OLQVL,pdf-1,pdfr-1
RID,OLQVR,pdf-1,pdfr-1
RID,PHAL,pdf-1,pdfr-1
RID,PHAR,pdf-1,pdfr-1
RID,PHBL,pdf-1,pdfr-1
RID,PHBR,pdf-1,pdfr-1
RID,PLML,pdf-1,pdfr-1
RID,PLMR,pdf-1,pdfr-1
RID,PQR,pdf-1,pdfr-1
RID,PVCL,pdf-1,pdfr-1
RID,PVCR,pdf-1,pdfr-1
RID,PVM,pdf-1,pdfr-1
RID,PVQL,pdf-1,pdfr-1
RID,PVQR,pdf-1,pdfr-1
RID,PVWL,pdf-1,pdfr-1
RID,PVWR,pdf-1,pdfr-1
RID,RIFL,pdf-1,pdfr-1
RID,RIFR,pdf-1,pdfr-1
RID,RMED,pdf-1,pdfr-1
RID,RMEL,pdf-1,pdfr-1
RID,RMER,pdf-1,pdfr-1
RID,RMEV,pdf-1,pdfr-1
RID,URXL,pdf-1,pdfr-1
RID,URXR,pdf-1,pdfr-1
RID,URYDL,pdf-1,pdfr-1
RID,URYDR,pdf-1,pdfr-1
RID,URYVL,pdf-1,pdfr-1
RID,URYVR,pdf-1,pdfr-1
RMED,ALML,pdf-1,pdfr-1
RMED,ALMR,pdf-1,pdfr-1
RMEL,ALML,pdf-1,pdfr-1
RMEL,ALMR,pdf-1,pdfr-1
RMER,ALML,pdf-1,pdfr-1
RMER,ALMR,pdf-1,pdfr-1
RMEV,ALML,pdf-1,pdfr-1
RMEV,ALMR,pdf-1,pdfr-1
RMED,AVDL,pdf-1,pdfr-1
RMED,AVDR,pdf-1,pdfr-1
RMEL,AVDL,pdf-1,pdfr-1
RMEL,AVDR,pdf-1,pdfr-1
RMER,AVDL,pdf-1,pdfr-1
RMER,AVDR,pdf-1,pdfr-1
RMEV,AVDL,pdf-1,pdfr-1
RMEV,AVDR,pdf-1,pdfr-1
RMED,AVFL,pdf-1,pdfr-1
RMED,AVFR,pdf-1,pdfr-1
RMEL,AVFL,pdf-1,pdfr-1
RMEL,AVFR,pdf-1,pdfr-1
RMER,AVFL,pdf-1,pdfr-1
RMER,AVFR,pdf-1,pdfr-1
RMEV,AVFL,pdf-1,pdfr-1
RMEV,AVFR,pdf-1,pdfr-1
RMED,AVM,pdf-1,pdfr-1
RMEL,AVM,pdf-1,pdfr-1
RMER,AVM,pdf-1,pdfr-1
RMEV,AVM,pdf-1,pdfr-1
RMED,DB2,pdf-1,pdfr-1
RMEL,DB2,pdf-1,pdfr-1
RMER,DB2,pdf-1,pdfr-1
RMEV,DB2,pdf-1,pdfr-1
RMED,FLPL,pdf-1,pdfr-1
RMED,FLPR,pdf-1,pdfr-1
